,B01002_001E,B03002_001E,B03002_004E,B03002_005E,B03002_006E,B03002_012E,B06001_002E,B09020_001E,B01003_001E,B25008_001E,B25002_002E,B25003_003E,B25002_001E,B09020_021E,B01001_026E,B11001_006E,B11001_001E,B25002_003E,B19025_001E,B23022_025E,B23022_049E,B23022_001E,B17021_002E,B17021_001E,B25024_010E,B25024_001E,C24010_038E,C24010_001E,B19055_002E,B19055_001E,B09002_002E,B09002_001E,B19001_017E,B06007_005E,B06007_008E,B06007_001E,B16010_002E,B16010_001E,C24050_002E,C24050_001E,C24050_029E,B08201_002E,B08201_001E,B25064_001E,B25077_001E,GEOID
2365,36.4,1596735,207912,1781,177294,409298,79282.0,215871,1596735,1537942,738131,571648,846819,7399,845491,86727,738131,108688,95012786900,111174,158139,1168345,271996,1550885,542,846819,425154,851084,164135,738131,125441,207836,125117,159573.0,91430.0,1517453.0,172015,1183556,490,851084,117505,577967,738131,1384,827300.0,36061
2366,41.6,79996,3144,223,474,1927,4172.0,12420,79996,75569,31427,8868,36448,551,39187,3447,31427,5021,1921562700,7302,5884,52680,9217,75529,4079,36448,17881,37066,11122,31427,10677,15220,439,702.0,513.0,75824.0,8039,55679,1422,37066,7143,2832,31427,649,101500.0,36011
2367,36.8,312011,35330,529,19769,48716,23714.0,42422,312011,304254,98401,29477,103816,2881,159061,10335,98401,5415,10723213800,17778,26749,192457,39289,306924,1165,103816,68212,143501,29119,98401,69121,81012,11934,17359.0,29108.0,288297.0,23743,196957,271,143501,25650,10257,98401,1316,449600.0,36087
2368,41.8,215869,15084,1868,2190,4734,11521.0,34496,215869,211509,88542,26489,99065,1606,111110,10637,88542,10523,5385440700,14819,18579,140852,28158,211591,4354,99065,49125,99415,30839,88542,28393,42741,1575,582.0,2181.0,204348.0,15839,149323,960,99415,18797,8693,88542,643,103400.0,36063
2369,44.6,39309,1125,51,167,1005,1804.0,7221,39309,36325,16198,4427,25531,361,18764,1297,16198,9333,997334800,3736,2657,25827,4548,36728,1755,25531,8626,17828,5983,16198,4800,6798,263,609.0,355.0,37505.0,3466,28784,506,17828,4043,1260,16198,743,149900.0,36031
2370,41.2,1338712,142160,1088,103152,195287,73326.0,206091,1338712,1316572,442869,82654,467418,7098,690924,51382,442869,24549,55493353500,76424,117230,863532,76121,1318351,745,467418,311790,652817,146674,442869,233846,280765,67732,72286.0,66736.0,1265386.0,90275,915334,700,652817,103130,32713,442869,1479,467500.0,36059
2371,44.3,18472,184,31,40,258,860.0,3184,18472,17917,7570,1427,9456,151,9255,438,7570,1886,436812000,1249,1659,12033,1671,17851,2359,9456,4024,8433,3014,7570,2804,3391,89,67.0,90.0,17612.0,1576,13130,262,8433,1736,566,7570,587,91900.0,36097
2372,42.9,50490,279,32,144,946,2728.0,8486,50490,49616,19779,4748,24671,540,25311,2081,19779,4892,1125772700,3634,4499,32115,7255,49570,4873,24671,10426,22254,7120,19779,6551,10083,300,256.0,397.0,47762.0,5117,35200,780,22254,4056,1278,19779,592,90400.0,36017
2373,32.3,117011,5326,414,1692,6651,9590.0,13133,117011,111645,45162,19338,57866,672,56975,5698,45162,12704,2600133900,7264,9852,77511,16885,111649,7387,57866,22322,45053,12493,45162,18491,26983,654,735.0,1454.0,107421.0,8546,72579,624,45053,9331,4110,45162,871,129000.0,36045
2374,39.8,1492360,103997,1953,51670,245810,85673.0,203886,1492360,1461708,496349,98585,568570,10032,758250,59527,496349,72221,53679495200,87477,131799,978616,89650,1465199,5526,568570,343910,728795,156725,496349,252811,315452,52171,89361.0,41787.0,1406687.0,102948,1006220,1982,728795,124338,25942,496349,1480,395200.0,36103
2375,40.7,42092,2268,83,183,1261,2076.0,5900,42092,38077,15633,3843,17934,301,19250,1517,15633,2301,923803900,5458,2935,28647,3991,37979,1331,17934,8651,18718,4973,15633,5585,7950,112,429.0,267.0,40016.0,3886,30043,1345,18718,3299,970,15633,596,99300.0,36121
2376,38.6,122055,869,355,755,2578,7008.0,15468,122055,116455,45753,12474,53631,696,61220,5783,45753,7878,2701115100,9753,11311,82267,19116,116299,8382,53631,25876,53468,14935,45753,16870,25394,632,589.0,660.0,115047.0,10480,78839,528,53468,9952,3504,45753,701,92500.0,36075
2377,41.8,93476,3177,268,575,3462,5429.0,13576,93476,91308,36646,8359,40976,665,47121,4128,36646,4330,2335712000,6012,6885,60710,10351,91892,3645,40976,21680,44930,11879,36646,14114,20146,434,891.0,727.0,88047.0,7620,64230,1565,44930,7296,2325,36646,684,108500.0,36117
2378,40.2,199928,8847,517,6987,6771,10250.0,33056,199928,189814,80223,27000,90357,1979,101906,9344,80223,10134,4838974000,14607,17623,131890,31305,190109,4557,90357,43897,91147,27045,80223,23206,35885,1974,887.0,4397.0,189678.0,14198,133976,463,91147,16938,9358,80223,666,105600.0,36007
2379,40.3,919542,119034,4253,24617,41901,48926.0,145106,919542,890523,379980,130158,420143,7468,476066,52892,379980,40163,24917804500,60092,75953,601401,126414,893110,5903,420143,215526,435659,122902,379980,119531,183216,11775,8173.0,21613.0,870616.0,66144,624799,1534,435659,79601,51605,379980,713,123400.0,36029
2380,41.8,77340,5926,151,1197,10526,4457.0,11546,77340,72912,29664,9943,49179,673,37714,3752,29664,19515,1842730800,7681,7697,50629,12857,74703,4976,49179,15790,33058,10496,29664,10411,14829,881,2469.0,1343.0,72883.0,8311,53564,598,33058,6985,2852,29664,819,179500.0,36105
2381,36.7,372951,34472,611,9100,67082,26273.0,41478,372951,360107,125180,37899,137168,2227,186420,14740,125180,11988,10990362400,23753,32148,242662,42141,361114,3454,137168,81682,171672,35209,125180,74188,93378,7562,15677.0,14771.0,346678.0,30711,235119,1968,171672,31466,12177,125180,1123,288800.0,36071
2382,24.3,71927,4415,296,3250,4781,4852.0,5175,71927,62378,25711,14715,28278,305,34373,1760,25711,2567,1475653500,3484,5675,54624,14196,62502,1563,28278,16263,33349,4297,25711,9883,12519,587,652.0,1807.0,67075.0,1591,34514,448,33349,6569,1311,25711,816,166900.0,20161
2383,41.6,19766,68,66,53,788,1212.0,3564,19766,19440,7813,2038,8984,225,10023,636,7813,1171,470320600,583,1255,11878,2205,19351,695,8984,4370,9374,2729,7813,3359,4561,156,126.0,3.0,18554.0,1246,13425,686,9374,1562,281,7813,590,106400.0,20041
2384,41.7,16892,347,37,0,401,960.0,2459,16892,16780,6239,1295,7412,94,8587,602,6239,1173,320055800,1283,1705,11074,3073,16597,1122,7412,3518,7292,2161,6239,2665,3314,30,102.0,12.0,15932.0,2296,11785,221,7292,902,258,6239,592,115600.0,21079
2385,36.9,90119,2371,96,615,1485,5647.0,11680,90119,87391,35235,10378,39497,625,45935,4238,35235,4262,2361197200,5376,6655,60453,10888,87498,1324,39497,22458,45175,10234,35235,13113,18003,873,329.0,416.0,84472.0,7306,59501,239,45175,6717,2933,35235,705,147600.0,21037
2386,35.3,24683,127,3,10,569,1878.0,2671,24683,24399,8674,2312,9963,131,12415,1188,8674,1289,515829400,1798,2377,15831,3755,24297,2257,9963,5102,10668,2724,8674,4375,5819,104,154.0,41.0,22805.0,2636,15701,234,10668,1670,273,8674,692,123400.0,21081
2387,40.5,26786,2087,8,4,635,1686.0,4188,26786,26427,10899,2996,12340,136,13656,1269,10899,1441,527852800,1588,2969,16977,5071,26453,1615,12340,4821,11210,3978,10899,3634,5641,121,302.0,101.0,25100.0,4449,18222,655,11210,1724,609,10899,555,87700.0,21141
2388,42.3,21283,761,0,27,471,1300.0,3497,21283,21145,8486,2197,9949,101,11137,919,8486,1463,476265300,1376,2030,13378,3496,21041,671,9949,4444,9067,3163,8486,3139,4234,175,131.0,43.0,19983.0,2456,14753,300,9067,1410,449,8486,523,125600.0,21167
2389,36.6,14992,1835,65,35,252,918.0,2123,14992,13505,5410,1324,6140,58,7450,852,5410,730,268390500,1654,1782,9811,3845,14740,874,6140,2506,5558,1947,5410,1996,2934,49,74.0,139.0,14074.0,1640,9288,787,5558,828,467,5410,502,77900.0,21225
2390,33.6,37198,1413,81,717,885,1959.0,5601,37198,33849,14998,5004,18035,236,19579,1020,14998,3037,775395000,2218,3342,25549,6152,33845,2469,18035,8734,17371,4845,14998,4884,6087,267,327.0,668.0,35239.0,3096,22450,494,17371,2955,948,14998,544,113600.0,21035
2391,39.0,96711,4684,98,630,2468,6568.0,14276,96711,93757,37582,11189,41589,780,49750,4528,37582,4007,2139167700,6308,9443,61314,13967,93718,2636,41589,20321,42712,12826,37582,14074,20623,695,651.0,369.0,90143.0,7907,64744,1075,42712,7520,2662,37582,606,108300.0,21059
2392,39.4,46254,3521,133,137,859,3102.0,6585,46254,45090,18665,5843,20302,271,24051,2311,18665,1637,1032865500,3255,4876,29929,7359,45116,1860,20302,9811,20507,6146,18665,6389,9089,297,263.0,16.0,43152.0,4942,31596,1053,20507,3675,1570,18665,577,100500.0,21101
2393,39.0,13475,1,0,0,90,811.0,1940,13475,13350,5739,1406,6513,62,6788,972,5739,774,203092800,1685,2107,8788,4508,13342,2005,6513,2195,4434,2066,5739,1502,2699,43,9.0,0.0,12664.0,3206,9260,119,4434,705,392,5739,580,62300.0,21109
2394,35.6,28979,1174,65,222,910,2118.0,3006,28979,28841,10253,2947,11855,50,14461,1163,10253,1602,571765200,2314,2998,18898,4520,28792,2386,11855,5434,11274,2857,10253,5023,6951,40,149.0,173.0,26861.0,2633,18579,315,11274,1465,448,10253,760,111100.0,21163
2395,39.2,60357,2631,139,846,2048,3191.0,5764,60357,55852,19446,2912,20699,515,28597,1800,19446,1253,2001397600,5733,4519,39809,3815,55878,524,20699,12749,27556,4519,19446,13116,15865,2015,656.0,262.0,57166.0,3283,39808,362,27556,3579,683,19446,769,242700.0,21185
2396,41.3,17090,70,126,7,22,957.0,2592,17090,16761,6497,1419,7705,131,8649,899,6497,1208,252984700,2202,2257,11054,4472,16740,2141,7705,3046,6122,2701,6497,2891,3565,14,2.0,2.0,16133.0,3157,11762,108,6122,1253,492,6497,500,73800.0,21203
2397,39.3,20007,209,44,84,300,1300.0,2963,20007,19726,7980,2086,9263,134,10234,1002,7980,1283,351884300,1670,2384,12881,3877,19651,1934,9263,3584,7690,2799,7980,2995,4207,45,95.0,212.0,18707.0,3424,13429,531,7690,1114,716,7980,537,93500.0,21003
2398,41.9,9962,144,898,50,314,686.0,1811,9962,9783,4164,1444,4773,95,5117,488,4164,609,197458800,528,543,5936,2084,9743,161,4773,2282,4622,1518,4164,1458,2273,53,66.0,23.0,9276.0,685,6770,347,4622,958,368,4164,495,80400.0,20013
2399,30.4,14015,58,10820,0,80,1419.0,1389,14015,13832,4748,1349,5382,71,7085,1061,4748,634,210395700,1752,1546,8385,4973,13724,1099,5382,2544,4735,1309,4748,1768,3757,63,0.0,23.0,12596.0,1502,7919,273,4735,977,352,4748,347,65500.0,38079
2400,45.6,11131,18,181,12,992,642.0,2295,11131,10696,4907,1215,5537,187,5546,286,4907,630,290625200,308,547,6637,1172,10914,452,5537,2587,5720,1793,4907,1845,2343,77,140.0,47.0,10489.0,1392,7931,904,5720,1050,323,4907,496,68500.0,38099
2401,47.4,6449,32,164,1,70,362.0,1361,6449,6171,2990,615,4340,107,3123,163,2990,1350,198201200,274,480,4010,768,6161,294,4340,1359,3056,1068,2990,943,1151,136,3.0,15.0,6087.0,572,4651,570,3056,495,142,2990,558,74900.0,38009
2402,44.0,11047,58,73,156,131,547.0,2175,11047,10455,4879,1473,5706,187,5542,318,4879,827,348995600,286,470,6985,1115,10509,279,5706,2690,5905,1618,4879,1541,2087,195,47.0,7.0,10500.0,822,7814,547,5905,1212,336,4879,520,85500.0,38003
2403,29.5,66890,1412,1824,1274,2027,4245.0,6975,66890,62457,27084,12640,29435,431,32519,2084,27084,2351,1733407200,2901,3371,48155,10353,62570,1395,29435,17932,37118,5746,27084,9549,12583,982,120.0,1152.0,62645.0,2731,38646,1146,37118,7550,1947,27084,665,148000.0,38035
2404,37.6,6692,12,1336,38,178,504.0,914,6692,6562,2609,794,3125,56,3252,259,2609,516,219245900,352,473,4186,871,6596,355,3125,1409,3270,665,2609,1108,1486,177,4.0,28.0,6188.0,484,4353,837,3270,586,136,2609,470,104400.0,38053
2405,49.2,9020,2,662,13,120,423.0,1959,9020,8829,4006,925,5602,127,4430,211,4006,1596,257235400,472,534,5553,932,8825,638,5602,2085,4387,1516,4006,1394,1646,93,40.0,28.0,8597.0,680,6784,949,4387,780,135,4006,463,106900.0,38055
2406,47.4,4378,4,145,9,110,247.0,1065,4378,4106,1913,528,2216,100,2151,78,1913,303,103516600,111,187,2613,417,4140,217,2216,1035,2239,773,1913,749,860,27,3.0,55.0,4131.0,522,3215,389,2239,373,167,1913,581,84800.0,38069
2407,45.8,2468,0,25,36,0,162.0,447,2468,2413,1033,219,1326,52,1154,41,1033,293,73989700,110,100,1564,181,2413,142,1326,550,1278,291,1033,444,509,32,1.0,6.0,2306.0,134,1786,306,1278,163,17,1033,616,81200.0,38075
2408,46.3,3154,0,15,0,88,191.0,679,3154,3068,1358,297,1685,67,1593,42,1358,327,94871100,51,156,1876,203,3076,163,1685,782,1672,486,1358,612,678,46,2.0,0.0,2963.0,276,2273,302,1672,272,34,1358,571,101100.0,38011
2409,37.3,81941,431,2961,350,1087,5361.0,11092,81941,79159,33907,9664,35902,608,41689,2895,33907,1995,2515198600,2586,3285,54425,6671,79325,3183,35902,23018,45983,8834,33907,13328,17481,964,113.0,764.0,76580.0,3916,54890,1549,45983,7928,1506,33907,644,164300.0,38015
2410,51.1,1972,2,0,0,26,77.0,555,1972,1887,854,145,1088,48,999,32,854,234,55366100,79,52,1004,205,1918,55,1088,398,884,362,854,398,454,28,2.0,43.0,1895.0,353,1453,188,884,154,28,854,607,56100.0,38047
2411,44.0,1875,0,27,1,38,124.0,326,1875,1872,763,111,891,0,908,42,763,128,54924600,58,148,1132,211,1845,140,891,388,907,254,763,373,404,6,7.0,20.0,1751.0,179,1332,254,907,128,13,763,520,88300.0,38065
2412,41.9,20965,91,291,56,362,1186.0,3560,20965,19237,8652,2767,9897,320,10361,826,8652,1245,530603800,911,863,13708,2041,19359,689,9897,5281,11043,2658,8652,2924,4080,176,87.0,206.0,19779.0,1989,14524,1017,11043,2120,425,8652,535,98000.0,38093
2413,42.3,11450,90,936,81,146,740.0,2115,11450,10982,4881,1731,5648,206,5662,426,4881,767,296801300,306,760,7153,1276,10920,544,5648,2747,6027,1660,4881,1621,2363,118,0.0,83.0,10710.0,1075,7876,497,6027,1177,355,4881,480,87800.0,38071
2414,45.7,3368,1,12,8,43,189.0,758,3368,3278,1530,383,1799,66,1669,140,1530,269,111348400,103,160,1982,353,3280,117,1799,745,1771,480,1530,486,698,61,11.0,33.0,3179.0,299,2410,259,1771,266,97,1530,467,83700.0,38031
2415,52.0,2393,0,22,8,21,138.0,645,2393,2328,1124,255,1478,65,1222,64,1124,354,62253900,50,149,1349,175,2326,63,1478,503,1204,448,1124,385,449,17,0.0,45.0,2255.0,276,1867,221,1204,165,46,1124,457,64200.0,38039
2416,53.4,1282,5,27,0,0,12.0,384,1282,1278,611,81,905,4,637,12,611,294,32689900,50,95,763,220,1278,67,905,304,682,291,611,143,143,8,0.0,10.0,1270.0,153,1069,186,682,125,27,611,387,49600.0,38083
2417,49.3,768,0,0,0,4,50.0,153,768,768,288,32,433,0,365,22,288,145,18906600,30,65,471,78,768,49,433,143,389,104,288,111,142,9,1.0,0.0,718.0,83,569,161,389,21,3,288,347,54400.0,38087
2418,36.8,52153,1086,204,1410,661,3436.0,5032,52153,49012,18113,4249,19432,174,27260,1545,18113,1319,1427441200,2252,5964,34578,3584,48814,887,19432,11248,24355,4324,18113,11101,13312,595,55.0,408.0,48717.0,2879,34332,582,24355,3732,831,18113,787,172800.0,39159
2419,39.8,28652,185,105,115,211,1845.0,4181,28652,28196,10730,2985,12475,235,14347,1681,10730,1745,530302600,2985,3574,18213,6213,28191,2915,12475,4796,10158,3644,10730,3768,5938,73,68.0,65.0,26807.0,4146,19171,300,10158,2194,842,10730,670,98500.0,39131
2420,40.5,19522,148,65,13,839,1298.0,2933,19522,19405,7700,1569,8755,64,9866,690,7700,1055,426442900,1276,1792,12251,2697,19204,1072,8755,3854,8509,2614,7700,3217,4225,129,142.0,35.0,18224.0,1618,13217,358,8509,1186,350,7700,553,92100.0,39125
2421,37.1,801350,204691,1199,15962,20407,53015.0,107335,801350,783813,326023,129502,377624,5968,416620,48909,326023,51601,22972500600,51298,66889,527066,134062,783912,3490,377624,190789,382923,87796,326023,100642,168575,15131,7653.0,10991.0,748335.0,61938,528988,621,382923,70635,40478,326023,689,146900.0,39061
2422,33.5,1167484,243942,1734,45781,55133,83388.0,117099,1167484,1143848,464018,204929,527886,4205,598883,65037,464018,63868,31809348600,70159,98297,800042,202812,1143075,4828,527886,287109,584882,96291,464018,160603,252962,18212,19063.0,32751.0,1084096.0,77595,751700,1413,584882,97702,39037,464018,804,153600.0,39049
2423,40.0,66514,3338,274,382,1483,3820.0,9399,66514,60283,24736,7768,27843,327,31382,3198,24736,3107,1310776500,8598,5769,44406,11894,60693,1322,27843,12633,27127,8511,24736,8077,12757,248,277.0,242.0,62694.0,6952,46002,433,27127,5086,1833,24736,684,99800.0,39101
2424,40.8,92532,868,178,261,1753,5538.0,15192,92532,91336,36298,9742,40123,800,47045,3528,36298,3825,1954378300,4980,8348,58037,12417,91214,4029,40123,19551,42125,12015,36298,14999,19905,499,790.0,900.0,86994.0,8889,63469,1083,42125,7768,2251,36298,616,110300.0,39157
2425,38.4,114644,1717,179,915,1762,7711.0,16831,114644,110877,42354,10829,45826,835,58061,3939,42354,3472,2563085300,5526,9261,72117,13045,111015,3427,45826,25183,54529,12458,42354,21481,26790,732,514.0,4742.0,106933.0,10704,74123,2296,54529,9401,3638,42354,656,136600.0,39169
2426,39.9,44666,405,40,45,284,2920.0,6441,44666,44143,16289,3584,19273,330,22615,1908,16289,2984,886117500,3723,4920,28595,5612,43969,3447,19273,9004,18441,5748,16289,7240,9618,210,4.0,56.0,41746.0,5327,30161,396,18441,3574,907,16289,664,119100.0,39015
2427,36.1,368029,26746,593,9244,14408,24766.0,43110,368029,356706,134945,39091,148006,1671,187823,16332,134945,13061,9557267300,21389,30888,243204,48338,355778,3976,148006,84046,173826,36160,134945,58913,82508,3919,5652.0,4614.0,343263.0,27686,234703,626,173826,29207,7590,134945,792,158800.0,39017
2428,44.2,15818,419,16,9,91,972.0,2907,15818,15568,6324,1408,8154,203,8003,534,6324,1830,306206800,1186,1704,9843,3005,15486,1204,8154,2958,6564,2410,6324,2331,3065,71,22.0,115.0,14846.0,1704,11245,494,6564,1312,347,6324,559,82200.0,39067
2429,39.0,60791,426,38,395,752,3733.0,8969,60791,57438,22483,6112,25113,438,31122,2044,22483,2630,1376121900,3519,5615,39075,8391,57596,1310,25113,13052,27915,7113,22483,10029,13446,401,63.0,1562.0,57058.0,4502,39027,744,27915,4534,1684,22483,676,134300.0,39083
2430,39.1,166135,5311,200,1364,2335,10437.0,22264,166135,162674,63781,17061,69208,674,84882,6793,63781,5427,4297008200,8759,13397,107441,20041,162155,3025,69208,38546,79541,19248,63781,26792,36941,1610,711.0,920.0,155698.0,11978,110671,756,79541,13469,3647,63781,721,151300.0,39089
2431,41.0,124286,10889,333,711,1754,7217.0,20555,124286,117156,48636,14534,54563,935,61400,6306,48636,5927,2683175500,12239,10269,79337,17350,117111,2405,54563,25659,52842,16353,48636,17019,24954,629,212.0,886.0,117069.0,12378,86140,430,52842,9753,3948,48636,624,107000.0,39139
2432,39.5,13397,8,0,9,13,759.0,1938,13397,13299,5313,1289,6258,64,6658,734,5313,945,231897800,1473,1772,8611,2844,13287,1902,6258,2131,4891,1793,5313,1772,2698,15,52.0,11.0,12638.0,2093,9017,229,4891,806,265,5313,581,77800.0,39163
2433,43.2,28828,204,22,38,242,1567.0,4910,28828,28422,11424,2478,13664,231,14386,799,11424,2240,604205600,1799,3250,18181,4289,28505,1859,13664,5350,12465,4072,11424,4852,6023,92,49.0,227.0,27261.0,3315,20306,434,12465,2220,648,11424,575,110800.0,39019
2434,38.4,75043,1195,157,1272,3409,4615.0,10977,75043,73191,30342,9010,33171,547,38802,3473,30342,2829,1904666500,3972,5496,48707,9930,73158,1799,33171,17668,36758,8563,30342,11570,16260,727,421.0,616.0,70428.0,4481,49753,676,36758,5651,1678,30342,658,129800.0,39063
2435,38.6,197543,2769,415,1976,2987,13300.0,23741,197543,195976,73859,17937,80661,792,100129,7433,73859,6802,5625078200,10377,17184,129161,20034,195403,4938,80661,44501,95071,21081,73859,33797,46084,3112,852.0,1187.0,184243.0,15887,131329,447,95071,15160,3467,73859,740,158800.0,39025
2436,38.2,146138,8044,155,1690,2543,9208.0,18164,146138,143570,54302,14228,58571,597,73751,6259,54302,4269,3901866600,8666,11858,94687,16332,143284,1575,58571,33217,68949,15312,54302,26283,35180,1539,673.0,1174.0,136930.0,7982,96539,770,68949,11711,2385,54302,773,166200.0,39045
2437,39.1,38975,513,123,114,3464,2464.0,6038,38975,38273,15302,3646,16734,280,19758,1799,15302,1432,879195700,2275,3168,24623,5565,38176,1095,16734,8425,17577,4858,15302,5823,8457,232,356.0,94.0,36511.0,3122,26030,284,17577,2691,809,15302,616,108600.0,39039
2438,39.0,43454,432,52,86,97,2831.0,6604,43454,42990,16969,4815,19308,275,22098,2104,16969,2339,837208700,2938,4618,27085,7533,42859,3225,19308,8192,17626,5967,16969,6704,9681,144,116.0,78.0,40623.0,5357,28998,681,17626,2825,1141,16969,646,102700.0,39071
2439,39.6,28246,126,29,110,1870,1801.0,4394,28246,27561,11151,2413,11963,277,14204,999,11151,812,655477700,1346,2023,17596,3475,27815,889,11963,6117,13058,3430,11151,4926,6533,166,283.0,55.0,26445.0,1866,19028,300,13058,2351,448,11151,655,117200.0,39069
2440,43.9,69343,3688,65,238,782,3434.0,12770,69343,67153,28608,7584,32807,401,36135,3276,28608,4199,1498782300,5618,7966,44443,11328,67274,2050,32807,14071,28731,11060,28608,8401,12408,423,137.0,310.0,65909.0,5573,48878,436,28731,5903,2746,28608,569,86500.0,39081
2441,37.4,161178,6169,127,2452,2126,8039.0,20838,161178,154349,61016,18961,67422,760,82541,7181,61016,6406,3959417100,9423,12705,111233,23344,154300,4974,67422,38986,79975,17152,61016,21614,30371,1487,226.0,1630.0,153139.0,9873,102314,536,79975,14922,3086,61016,779,153600.0,39133
2442,38.8,34445,86,20,37,1891,2480.0,4952,34445,34062,13083,2075,13734,276,17237,1039,13083,651,878720400,1149,1821,21429,2541,34050,567,13734,8357,17665,3743,13083,7198,8447,232,307.0,25.0,31965.0,1888,22685,723,17665,2372,478,13083,631,133700.0,39137
2443,43.5,70182,2446,76,255,465,3490.0,12526,70182,66314,28716,7235,32408,730,34713,2806,28716,3692,1491683400,4703,6788,45782,9677,66235,2561,32408,13972,30107,10064,28716,8538,12298,292,175.0,159.0,66692.0,6423,50769,2006,30107,6242,2245,28716,516,88000.0,39013
2444,38.4,42161,845,33,200,605,2578.0,5679,42161,41166,16018,5212,18130,217,21553,1816,16018,2112,913224200,2598,3958,27446,6313,40990,1449,18130,9034,18875,4896,16018,6039,9309,271,122.0,54.0,39583.0,3511,27634,407,18875,3327,1246,16018,658,121400.0,39027
2445,39.4,28931,548,13,154,524,1986.0,4332,28931,28356,11474,4399,12679,257,14687,1435,11474,1205,583227900,2109,2341,18405,5468,28339,608,12679,6200,12748,3911,11474,3821,6273,138,177.0,91.0,26945.0,3575,19512,525,12748,2444,773,11474,698,110000.0,39047
