,B01002_001E,B03002_001E,B03002_004E,B03002_005E,B03002_006E,B03002_012E,B06001_002E,B09020_001E,B01003_001E,B25008_001E,B25002_002E,B25003_003E,B25002_001E,B09020_021E,B01001_026E,B11001_006E,B11001_001E,B25002_003E,B19025_001E,B23022_025E,B23022_049E,B23022_001E,B17021_002E,B17021_001E,B25024_010E,B25024_001E,C24010_038E,C24010_001E,B19055_002E,B19055_001E,B09002_002E,B09002_001E,B19001_017E,B06007_005E,B06007_008E,B06007_001E,B16010_002E,B16010_001E,C24050_002E,C24050_001E,C24050_029E,B08201_002E,B08201_001E,B25064_001E,B25077_001E,GEOID
99,34.6,40842,234,163,389,632,2350.0,4330,40842,38130,14975,3784,16131,279,20577,972,14975,1156,1111340700,1517,1892,28609,4725,38224,763,16131,11336,22669,3525,14975,6903,8551,409,168.0,112.0,38492.0,1530,24824,954,22669,4162,524,14975,765,195600.0,55093
100,42.5,74591,357,540,1454,1649,4452.0,12780,74591,73580,32012,8030,34061,623,37909,2576,32012,2049,1908878000,3694,4083,46958,7399,73582,1494,34061,18188,36654,10413,32012,11680,15720,694,391.0,549.0,70139.0,5064,52231,1379,36654,6759,1866,32012,582,118000.0,55141
101,38.2,48960,96,189,961,1703,3338.0,5643,48960,48685,18350,3186,19666,178,24236,1207,18350,1316,1397642200,1719,2760,31829,2720,48553,489,19666,11870,25730,4504,18350,10076,12494,504,828.0,518.0,45622.0,2587,32580,1082,25730,2925,509,18350,662,163100.0,55015
102,48.5,4486,0,106,6,34,228.0,904,4486,4426,1872,284,4657,58,2198,127,1872,2785,97160700,424,301,2850,592,4429,578,4657,1039,1994,756,1872,619,814,13,22.0,5.0,4258.0,389,3376,150,1994,377,60,1872,608,140300.0,55037
103,36.5,166373,11118,505,2456,19510,10954.0,18768,166373,162044,62301,19879,69222,751,84069,8435,62301,6921,4387225100,9353,12889,110086,19766,162217,2000,69222,38578,79496,16697,62301,25661,38197,1921,4501.0,1662.0,155419.0,12351,107124,734,79496,13057,3539,62301,831,174300.0,55059
104,37.5,17960,13,86,65,748,1380.0,2252,17960,17873,6346,1064,8925,52,8714,355,6346,2579,453517000,775,1235,11235,1271,17842,753,8925,3909,8592,1880,6346,3959,4669,169,187.0,21.0,16580.0,820,11722,1056,8592,1451,77,6346,738,204600.0,56023
105,44.9,8564,1,3,63,295,556.0,1592,8564,8448,3754,886,4511,40,4180,76,3754,757,247572600,212,443,5297,673,8445,610,4511,1999,4569,1296,3754,1484,1744,106,57.0,75.0,8008.0,355,6184,827,4569,712,125,3754,637,215300.0,56019
106,37.3,91719,2413,813,882,12141,6561.0,11555,91719,90222,36736,11481,40384,355,45963,3923,36736,3648,2551996800,3723,5822,60223,9299,89838,4174,40384,21634,44889,9962,36736,13365,19827,895,920.0,449.0,85158.0,4407,60322,1299,44889,7827,1643,36736,729,177600.0,56021
107,40.0,13779,29,96,57,886,961.0,1817,13779,13700,5608,1453,6366,34,6770,446,5608,758,400590900,431,854,8953,1127,13660,1130,6366,3293,7437,1522,5608,2267,3051,140,122.0,64.0,12818.0,785,9326,1719,7437,1172,204,5608,633,183100.0,56009
108,36.6,21326,40,83,116,3107,1244.0,2079,21326,20795,7327,2866,12821,54,10206,368,7327,5494,776859800,547,1133,15501,1637,21235,386,12821,5954,13107,1329,7327,3416,4165,620,1662.0,27.0,20082.0,617,15712,762,13107,2989,173,7327,1072,692700.0,56039
109,38.7,39767,1111,61,238,3245,2559.0,6080,39767,39037,15332,4487,17784,220,20033,1834,15332,2452,731383400,3047,5022,25044,8966,39214,2499,17784,6714,15694,5713,15332,5823,8278,273,1374.0,147.0,37208.0,6486,26988,686,15694,2883,846,15332,551,91400.0,47177
110,39.6,122840,4708,312,1474,3575,6619.0,18702,122840,118421,51260,17056,57143,804,62910,5430,51260,5883,3077795200,9134,11721,81947,20546,118864,5996,57143,27063,56105,17387,51260,16131,22479,1721,1141.0,535.0,116221.0,12044,84102,259,56105,9943,3042,51260,659,145800.0,47179
111,36.8,34802,2732,68,464,695,1887.0,5244,34802,32472,13902,4864,15486,316,17710,1707,13902,1584,681694800,2446,3743,23508,6652,32507,1634,15486,7059,14652,4769,13902,4083,6023,222,116.0,63.0,32915.0,3637,21887,528,14652,2245,828,13902,554,88500.0,47183
112,46.0,16420,413,46,53,306,848.0,3329,16420,16202,7030,1424,8980,111,8305,770,7030,1950,293612000,1664,1941,10196,3302,16181,2774,8980,2906,5963,3183,7030,2004,2737,27,81.0,35.0,15572.0,2536,11990,110,5963,1117,489,7030,523,76700.0,47005
113,42.2,12898,539,10,7,263,611.0,1999,12898,11648,4570,974,5698,49,5828,432,4570,1128,180460000,2384,1471,8571,2699,11663,1720,5698,2029,4209,1943,4570,1705,2253,14,124.0,53.0,12287.0,2487,9085,156,4209,895,281,4570,518,105200.0,47007
114,41.8,40629,190,62,130,481,2293.0,7084,40629,40124,16033,4842,19933,312,20774,2202,16033,3900,641058900,4589,5814,25857,9464,40015,3292,19933,6557,13729,6830,16033,5488,7723,72,142.0,81.0,38336.0,8566,28634,310,13729,2407,1292,16033,504,89900.0,47013
115,40.4,13797,200,24,36,220,798.0,2225,13797,13611,5323,1180,6026,99,7006,759,5323,703,251990300,1164,1486,8903,2239,13615,1150,6026,2789,5719,1990,5323,1825,2678,17,97.0,0.0,12999.0,2250,9616,84,5719,844,268,5323,572,114300.0,47015
116,41.3,8375,159,5,10,141,467.0,1495,8375,8185,3526,1016,4184,122,4179,342,3526,658,153857700,651,1138,5112,1770,8166,1032,4184,1182,3009,1417,3526,1317,1777,22,9.0,0.0,7908.0,1089,5759,135,3009,454,260,3526,567,88400.0,47083
138,48.1,34440,72,53,221,290,1581.0,7471,34440,33919,15050,2315,23468,269,17469,1577,15050,8418,956849100,2183,2350,21486,3760,33900,2423,23468,8151,16402,5894,15050,3946,5692,395,51.0,281.0,32859.0,1899,25870,723,16402,2551,375,15050,827,204500.0,23015
139,44.2,38761,115,88,163,359,2089.0,6345,38761,38181,16493,3550,21529,120,19768,1738,16493,5036,873335000,2445,3169,25397,5887,38003,3191,21529,9120,18486,5720,16493,4665,7076,163,93.0,242.0,36672.0,2669,27703,553,18486,3554,1059,16493,699,156100.0,23027
140,40.0,153742,1103,1634,1415,1670,7889.0,22518,153742,146719,62674,20320,73671,989,78108,5757,62674,10997,3507522600,10062,12234,104685,25165,146921,9222,73671,36912,74423,20140,62674,19587,27323,1088,225.0,1096.0,145853.0,9974,103428,1659,74423,14846,4943,62674,713,138000.0,23019
141,48.1,17432,17,55,136,169,766.0,3579,17432,17188,7765,1669,15296,115,8821,652,7765,7531,367197900,1394,1806,10962,3039,17204,1272,15296,3542,7457,3270,7765,2140,3079,82,29.0,131.0,16666.0,1641,13095,325,7457,1409,543,7765,558,102700.0,23021
142,39.8,107766,1754,130,671,1699,6826.0,15336,107766,104483,44154,14989,49108,759,54916,5096,44154,4954,2567697400,6234,7612,71118,15486,104314,5139,49108,25942,52617,13199,44154,14078,21952,749,314.0,2788.0,100940.0,9094,73530,642,52617,8589,4329,44154,696,156700.0,23001
143,45.2,71757,420,990,351,697,3491.0,13712,71757,69685,30432,8636,39519,713,36478,2604,30432,9087,1470219800,5205,6574,45676,11129,69891,3794,39519,15205,31628,12145,30432,9039,12980,330,80.0,2321.0,68266.0,7983,51691,1695,31628,6195,2472,30432,534,89900.0,23003
144,45.9,32832,125,1320,140,466,1655.0,6446,32832,31539,14096,3298,23019,250,16688,1345,14096,8923,643096400,2268,3132,20734,6284,31739,2786,23019,6386,13374,5523,14096,3896,5658,85,73.0,193.0,31177.0,3109,23840,1493,13374,2688,1166,14096,554,103600.0,23029
145,41.1,282143,7019,500,5774,5189,14570.0,40689,282143,273646,117614,37498,138445,1741,145188,11217,117614,20831,9052420400,12754,17497,189795,30315,273982,5795,138445,74316,149136,32921,117614,38294,54830,5615,980.0,6317.0,267573.0,12690,197811,1525,149136,25257,9448,117614,918,243900.0,23005
146,46.6,39848,226,106,230,350,1879.0,7769,39848,38856,16857,3545,23738,192,20022,1686,16857,6881,1035382600,2112,2463,25318,4464,38805,1561,23738,9646,19786,6372,16857,4610,6937,440,31.0,147.0,37969.0,2591,29589,1195,19786,3734,1044,16857,774,204300.0,23013
147,43.8,35394,336,51,253,482,1879.0,5782,35394,35109,14800,3559,18276,170,18227,1316,14800,3476,970473200,1551,2615,23035,3519,35112,1757,18276,8717,17999,4666,14800,4940,6854,240,142.0,254.0,33515.0,1852,25567,268,17999,2986,953,14800,805,189700.0,23023
148,43.0,197861,1006,680,2144,2542,10275.0,30816,197861,195456,80908,21794,105850,802,101634,7245,80908,24942,5562499200,8994,13041,130110,18479,195258,7723,105850,50089,101544,25670,80908,27726,38474,2096,341.0,2765.0,187586.0,12266,140582,1113,101544,18456,3981,80908,874,232100.0,23031
149,42.7,122022,802,632,1060,1529,6071.0,19137,122022,118654,51276,14832,60956,921,62646,5239,51276,9680,3085446800,7750,9792,80996,14887,118757,6037,60956,28988,58528,16999,51276,15681,23228,1020,126.0,1207.0,115951.0,7604,85911,856,58528,10560,4179,51276,672,152200.0,23011
150,43.3,30704,94,58,181,149,1514.0,5154,30704,29572,12243,2886,21682,200,15628,1133,12243,9439,639565000,2037,2675,20280,5037,29432,1801,21682,7088,14402,4664,12243,3419,5409,246,16.0,261.0,29190.0,2045,21042,410,14402,3236,804,12243,610,130300.0,23007
151,43.9,52098,193,257,221,422,2689.0,8600,52098,51295,21847,4808,30538,307,26330,2249,21847,8691,1077350500,4212,5035,33769,9331,51167,4552,30538,10877,22411,7840,21847,6810,9962,229,66.0,352.0,49409.0,4813,37417,1031,22411,4029,1503,21847,648,109900.0,23025
152,46.3,54470,153,177,469,631,2559.0,10019,54470,52787,23875,5996,40064,381,27870,2006,23875,16189,1498685700,2519,3886,35829,6706,52831,3581,40064,13392,27577,8049,23875,6272,9221,642,46.0,303.0,51911.0,3434,40168,1407,27577,5129,1383,23875,747,200000.0,23009
153,48.1,51398,7321,82,617,1586,2269.0,11992,51398,50642,21194,4338,55666,315,26303,1834,21194,34472,1625698200,2632,4186,31073,5556,50580,4189,55666,11165,23511,8642,21194,5796,8284,1023,637.0,402.0,49129.0,3940,38247,495,23511,4824,1196,21194,880,268500.0,24047
154,34.4,620644,392173,1412,14606,25535,41501.0,72847,620644,597192,240630,123130,296437,3265,328609,56205,240630,55807,13989417100,62792,67681,429011,139915,597239,473,296437,145473,271452,64285,240630,38259,104440,6962,10394.0,10413.0,579143.0,83414,409318,303,271452,59414,72234,240630,909,161300.0,24510
155,36.9,26402,10700,43,211,866,1252.0,3717,26402,19222,8494,2680,11129,378,12103,1176,8494,2635,438170600,5588,2468,18894,3945,19352,1246,11129,4819,9214,3073,8494,1703,3321,106,266.0,197.0,25150.0,3449,17046,469,9214,2106,752,8494,701,162400.0,24039
156,47.3,37746,4888,27,471,2030,1809.0,9095,37746,37205,15856,4157,19618,308,19715,1598,15856,3762,1403839500,1695,2228,22269,2822,37256,644,19618,8987,17721,6648,15856,4760,6775,1133,710.0,234.0,35937.0,2916,27955,487,17721,3542,874,15856,964,343800.0,24041
157,39.5,245396,30699,534,5972,8714,14857.0,30972,245396,243497,90080,17637,95832,742,125285,10317,90080,5752,8411171600,11128,17859,161717,18133,243215,3507,95832,60694,125964,23336,90080,41787,54739,5864,1953.0,3392.0,230539.0,13418,164923,741,125964,18421,4046,90080,1085,290700.0,24025
158,38.3,288676,50024,425,41397,16839,17491.0,29664,288676,285661,104905,27102,109425,810,147231,10808,104905,4520,13648277400,11982,21330,194429,12503,286285,1584,109425,74299,155702,20126,104905,56801,69921,18570,5225.0,15931.0,271185.0,9489,192975,430,155702,15490,3891,104905,1433,435300.0,24027
159,35.0,865443,548459,1493,35703,129470,59041.0,82943,865443,845452,302683,110854,327803,2616,450267,61611,302683,25120,26779453200,48832,61255,601272,73215,843465,1449,327803,236162,456959,57627,302683,101764,170281,17918,47783.0,21922.0,806402.0,80806,559319,1144,456959,89697,28408,302683,1216,289400.0,24033
160,39.0,807318,207790,1841,40727,33958,48340.0,118710,807318,787143,314823,105563,335288,4889,425627,43058,314823,20465,27136560300,44432,64109,533435,67329,787862,3007,335288,206264,408698,89512,314823,106359,155083,18898,11755.0,24450.0,758978.0,56523,548613,1137,408698,63672,25060,314823,1118,263900.0,24005
161,38.5,234268,19759,598,9088,17293,14930.0,26343,234268,229578,85559,20889,90215,1123,119022,8660,85559,4656,8424390800,9548,17348,156165,13091,229732,933,90215,58430,123430,20464,85559,43296,54017,6573,4750.0,4088.0,219338.0,12754,155400,1167,123430,18142,3910,85559,1210,316800.0,24021
162,42.9,30079,288,30,74,227,1537.0,5325,30079,29405,12354,2942,18850,311,15151,1101,12354,6496,740197400,1659,2603,19177,3797,29255,1569,18850,6475,14082,4350,12354,4563,5839,298,30.0,445.0,28542.0,3173,21093,753,14082,2742,954,12354,615,169500.0,24023
163,45.3,20184,2995,67,160,896,1066.0,4397,20184,18573,7756,2106,10552,233,10534,871,7756,2796,603017800,1085,1344,12696,2031,18731,388,10552,4778,9495,3251,7756,1965,3161,436,337.0,99.0,19118.0,1823,14080,571,9495,1802,659,7756,767,267600.0,24029
164,41.1,167249,5405,278,2557,4380,8956.0,22161,167249,163361,59684,9994,62379,1122,84683,5207,59684,2695,5760786100,7445,12019,110000,9032,163461,629,62379,41447,87621,16473,59684,30856,37583,3989,1149.0,1102.0,158293.0,9967,111921,1139,87621,13218,2620,59684,1005,332200.0,24013
165,42.2,47894,3377,204,436,1428,2703.0,7217,47894,47277,17165,2591,20157,126,24198,1563,17165,2992,1701419200,2009,3196,30653,3529,47423,614,20157,11747,24621,5185,17165,7966,10432,1376,561.0,230.0,45191.0,2969,33060,662,24621,3608,459,17165,1309,356800.0,24035
166,37.2,147107,59279,1154,4783,6422,9377.0,14051,147107,145680,50845,10265,55049,465,76046,8080,50845,4204,5307741600,7700,11546,99552,9804,145596,856,55049,38199,75173,10913,50845,23867,33904,4146,1245.0,1700.0,137730.0,8058,95518,124,75173,11612,1884,50845,1416,320400.0,24017
167,39.8,147882,14001,333,2210,5155,8902.0,21303,147882,140407,55798,18667,60841,1350,72586,6771,55798,5043,3804097000,12452,10900,96801,16709,140355,2453,60841,33458,69644,16891,55798,20283,29733,1585,1494.0,1745.0,138980.0,15421,101722,674,69644,12758,4217,55798,824,218200.0,24043
168,35.6,98940,23176,160,2599,4470,6231.0,12985,98940,95078,36518,13325,41140,628,51715,6162,36518,4622,2402531900,5709,7766,66336,15436,95183,2678,41140,23818,46488,10608,36518,11741,19354,1089,2014.0,2886.0,92709.0,9050,62312,738,46488,9248,2765,36518,967,188400.0,24045
169,38.9,32947,4523,124,185,1795,2217.0,4426,32947,32273,11806,3287,13489,272,16877,1568,11806,1683,808554900,1838,2817,21270,4169,32314,1208,13489,7550,15703,3594,11806,4925,6957,267,1038.0,150.0,30730.0,3802,21862,470,15703,2974,627,11806,899,223400.0,24011
170,31.6,724502,146857,1126,60104,144470,40441.0,76359,724502,679381,287442,184700,314385,4280,375371,46888,287442,26943,22320466600,48785,65226,535241,141698,684327,400,314385,187977,376432,58950,287442,55762,112973,18304,63024.0,64186.0,684061.0,78545,470810,416,376432,81977,98667,287442,1251,362600.0,25025
171,45.4,16581,656,179,140,75,889.0,2753,16581,16351,5782,1215,17140,63,8372,713,5782,11358,480302100,1201,1221,11115,1778,16440,245,17140,4173,8597,1889,5782,2113,3052,245,10.0,461.0,15692.0,965,12393,138,8597,1593,227,5782,1252,656000.0,25007
172,38.5,1507558,65529,1356,141896,99041,85858.0,198698,1507558,1451888,579209,213084,611338,8839,774046,56705,579209,32129,62624732400,69360,108457,1027380,115308,1455718,2469,611338,387682,801846,144854,579209,242650,299092,65643,28762.0,101699.0,1421700.0,84086,1043896,1856,801846,114667,61644,579209,1268,401300.0,25017
173,39.9,548739,17739,418,10460,33137,31052.0,78500,548739,533976,209532,76222,230269,4492,282955,30212,209532,20737,15226779500,34775,42341,363793,64191,534527,2993,230269,133998,266628,63148,209532,74063,111331,8068,9063.0,32732.0,517687.0,69956,374421,1401,266628,49360,21135,209532,802,287800.0,25005
174,38.8,464072,36165,654,9354,96925,27661.0,66394,464072,448559,177756,66412,191984,3441,240862,31600,177756,14228,11553949000,35865,44881,302698,76839,448940,2528,191984,103692,205572,56221,177756,54461,96825,5378,26880.0,17128.0,436411.0,49753,305343,651,205572,42121,24294,177756,776,201400.0,25013
175,37.8,31636,212,3400,1740,1663,1965.0,2639,31636,30881,12323,4591,13052,87,15503,1525,12323,729,1176017400,1263,2075,22568,1996,31083,1039,13052,8122,17186,2401,12323,4501,6643,784,215.0,770.0,29671.0,903,21358,799,17186,2619,992,12323,1184,304100.0,02110
176,28.7,1551,7,984,28,19,154.0,105,1551,1542,570,224,1653,0,800,103,570,1083,34632100,43,69,1015,358,1547,11,1653,378,690,95,570,293,412,12,3.0,28.0,1397.0,128,845,59,690,152,283,570,746,156300.0,02164
177,35.6,5637,6,3867,22,70,433.0,610,5637,5568,2061,592,4032,16,2584,328,2061,1971,101838700,341,342,3650,1284,5612,140,4032,1022,2046,553,2061,669,1220,10,10.0,183.0,5204.0,681,3549,94,2046,372,1008,2061,678,106500.0,02290
178,32.9,291470,15658,18511,22834,22473,21755.0,21745,291470,283832,105517,40799,113070,974,143567,12801,105517,7553,10090749900,12870,20546,203117,22029,285147,5307,113070,71884,147297,17759,105517,48027,68520,7502,3276.0,13570.0,269715.0,14054,183298,5378,147297,25761,6281,105517,1104,277100.0,02020
179,41.4,1917,20,75,60,43,125.0,114,1917,1558,717,219,1581,0,928,17,717,864,62685000,95,72,1448,186,1760,155,1581,509,1053,152,717,348,399,36,0.0,73.0,1792.0,156,1382,104,1053,249,8,717,782,201900.0,02068
180,39.6,9614,28,1425,332,355,570.0,809,9614,9273,3706,870,6057,39,4397,369,3706,2351,300358500,457,678,6664,658,9444,902,6057,2092,4760,734,3706,1274,2170,166,49.0,189.0,9044.0,649,6461,272,4760,855,209,3706,870,175100.0,02261
181,48.3,2153,5,764,25,61,92.0,323,2153,2105,999,352,1797,5,1034,77,999,798,61996400,126,131,1492,296,2135,100,1797,492,1036,288,999,222,329,27,15.0,37.0,2061.0,182,1631,99,1036,170,306,999,746,208100.0,02105
182,46.7,1050,3,17,177,11,103.0,92,1050,859,395,151,611,0,501,42,395,216,34889900,13,20,764,50,1045,60,611,312,668,86,395,109,167,42,3.0,82.0,947.0,42,783,3,668,125,22,395,1038,306200.0,02230
183,39.0,5603,12,2241,44,135,405.0,559,5603,5502,2291,699,2987,0,2529,256,2291,696,141579600,309,442,3784,726,5554,510,2987,1078,2531,642,2291,682,1137,51,13.0,50.0,5198.0,336,3748,371,2531,430,298,2291,699,156300.0,02198
184,37.7,981048,32608,23505,24984,339278,62486.0,153181,981048,954789,382814,139370,441175,3365,498804,47912,382814,58361,24205651800,70326,97727,630412,177025,955948,46100,441175,201840,419155,122520,382814,126193,192907,11484,66678.0,13911.0,918562.0,84390,649597,4043,419155,87969,31779,382814,782,177500.0,04019
185,34.6,3841819,182923,59060,131238,1136308,284400.0,469908,3841819,3793437,1402149,507455,1636502,9072,1939994,172952,1402149,234353,102914936500,238135,379721,2472136,599701,3791843,85377,1636502,803700,1738238,364346,1402149,607537,887444,60674,302560.0,71394.0,3557419.0,339453,2451398,10817,1738238,310707,92961,1402149,944,193900.0,04013
186,31.8,37115,706,4923,176,11365,3093.0,4314,37115,33306,10944,2745,13003,116,17179,1695,10944,2059,594384900,5248,3992,23431,7428,33268,3255,13003,5580,12418,3424,10944,5688,8454,150,1740.0,389.0,34022.0,3469,22181,1771,12418,2494,812,10944,634,125500.0,04009
187,35.5,47057,135,55,272,38905,3749.0,6334,47057,46798,13918,4729,17961,25,24682,2287,13918,4043,736173700,2905,6436,28061,12499,46724,1111,17961,7829,17004,4286,13918,8214,11971,235,15238.0,75.0,43308.0,7930,28522,291,17004,2954,807,13918,662,145700.0,04023
188,54.1,20460,179,2401,135,4870,980.0,6796,20460,20217,10497,2726,16039,0,10128,1157,10497,5542,466071200,1390,2017,10445,4092,20238,6010,16039,3211,6749,5255,10497,1597,2766,105,1603.0,103.0,19480.0,4121,15871,789,6749,1528,741,10497,579,96300.0,04012
189,47.4,201216,1797,2389,1971,30016,11025.0,46974,201216,195179,80355,24060,110603,535,100107,7941,80355,30248,4067990800,19377,21863,117991,36155,194383,29743,110603,34084,69713,38209,80355,23786,35469,1159,6377.0,1191.0,190191.0,23795,145864,740,69713,17487,4308,80355,822,144700.0,04015
190,30.9,134011,1642,35628,1919,18106,8949.0,12181,134011,126276,45718,17927,63270,167,67582,5963,45718,17552,2886715300,9521,11977,94194,27624,126590,10152,63270,31656,64896,10193,45718,16204,24610,1263,3261.0,7841.0,125062.0,10082,78132,1170,64896,15110,2684,45718,950,237200.0,04005
191,49.3,211280,1047,3362,1579,28767,10346.0,51354,211280,208078,91168,26682,110317,887,107673,8303,91168,19149,5460047200,14669,20310,124844,31918,208316,22467,110317,40496,83953,41762,91168,23913,34136,2068,6738.0,1123.0,200934.0,15336,156277,2027,83953,19566,4469,91168,832,199200.0,04025
192,33.7,8592,84,149,51,4080,672.0,1011,8592,8535,3371,1841,4345,0,4087,465,3371,974,177318600,536,1062,5335,1478,8458,932,4345,1261,3381,942,3371,1368,2044,14,429.0,27.0,7920.0,769,5347,1637,3381,442,163,3371,384,79300.0,04011
193,35.8,368374,15811,18607,5690,106207,28572.0,52981,368374,343178,122746,29181,158891,824,174707,13959,122746,36145,7354654300,42277,40425,228634,52188,342233,32097,158891,59275,131512,41402,122746,57297,82091,1920,19861.0,2040.0,339802.0,38336,243196,5083,131512,27124,6131,122746,945,123300.0,04021
194,39.6,9003,2854,33,0,238,567.0,1626,9003,8778,3777,1024,4618,98,4547,542,3777,841,174567700,700,940,5530,2399,8809,995,4618,1835,3588,1530,3777,1100,1971,59,28.0,0.0,8436.0,1162,6187,118,3588,510,283,3777,585,64700.0,05099
195,39.4,17891,4114,42,110,110,1144.0,2781,17891,17621,6794,2196,7876,136,9334,922,6794,1082,335891000,1161,1992,11160,2861,17648,1260,7876,3652,7548,2544,6794,2712,3684,65,6.0,92.0,16747.0,2408,12026,560,7548,1447,443,6794,643,75900.0,05037
196,42.9,8122,3495,6,41,192,407.0,1487,8122,7663,3128,970,4317,93,3997,401,3128,1189,129331100,813,1063,4876,1386,7696,721,4317,1239,2772,1315,3128,915,1470,45,91.0,29.0,7715.0,1057,5511,113,2772,405,429,3128,436,54500.0,05039
197,36.1,24644,9072,38,206,551,1434.0,3930,24644,23187,9498,2731,11617,202,12862,1658,9498,2119,458427300,2369,2629,15896,5712,23151,2162,11617,4855,9523,4004,9498,2498,4787,68,219.0,129.0,23210.0,2384,15364,625,9523,1516,838,9498,542,78200.0,05027
